다|多
득인지명일야|得人之名一也
득인지성|得人之盛
득인지언|得人之言
득인지정|得人之情
득인차인|得忍且忍
득인칙중원가정|得人則中原可定
득일|得一
득일방이결사해지의|得一方而結四海之疑
득일부이상군솔|得一夫而喪群帥
득일부이상군수|得一夫而喪群帥
득일부이실일국|得一夫而失一國
득일사|得一食
득일사언|得一士焉
득일선|得一善
득일수자|得一首者
득일숙배|得一玉杯
득일식|得一食
득일예이부우어사지폐|得逸豫而不憂於事之廢
득일예이부우오사지폐|得逸豫而不憂於事之廢
득일예이불우어사지폐|得逸豫而不憂於事之廢
득일예이불우오사지폐|得逸豫而不憂於事之廢
득일옥배|得一玉杯
득일용|得一用
득일위|得一委
득일의|得一衣
득일절편의종사|得一切便宜從事
득일지성|得一之性
득임기사|得任其事
득임사|得任事
득입|得立
득입|得入
득입견연|得入見衍
득입금중|得入禁中
득입림|得入林
득입삼묘야|得立三廟也
득입위장씨후|得立爲臧氏後
득입위장정후|得立爲臧氏後
득입위장지후|得立爲臧氏後
득입위황태자|得立爲皇太子
득입이경|得立二卿
득입이취|得立而取
득입임|得入林
득입중국|得入中國
득입현연|得入見衍
득자|得字
득자|得者
득자간료속지명험야|得自揀僚屬之明驗也
득자간료촉지명험야|得自揀僚屬之明驗也
득자간요속지명험야|得自揀僚屬之明驗也
득자간요촉지명험야|得自揀僚屬之明驗也
득자무의|得字無義
득자문지위이성|得子文之位而盛
득자벽거|得自辟擧
득자벽여|得自辟擧
득자보복|得自補復
득자불식|得自拂飾
득자비거|得自辟擧
득자비여|得自辟擧
득자손중다자|得子孫衆多者
득자전택|得者田宅
득자즉이위영|得者則以爲榮
득자칙이위영|得者則以爲榮
득자탈|得字脫
득자태|得字脫
득자통장주어군자|得自通章奏於君者
득자통장주오군자|得自通章奏於君者
득자피거|得自辟擧
득자피여|得自辟擧
득작견|得作見
득작난|得作亂
득작능|得作能
득작덕|得作德
득작란|得作亂
득작시|得作時
득작일|得作一
득작현|得作見
득잠봉망태후안색연후|得暫奉望太后顔色然後
득장보기복우|得長保其福祐
득장안|得長安
득장안용|得將安用
득장안이경|得長安以涇
득장오륙천만|得臧五六千萬
득장오육천만|得臧五六千萬
득재기밀|得在機密
득재왕정피임용|得在王庭被任用
득재좌우|得在左右
득재차동토위제후|得在此東土爲諸侯
득저|得民
득저심|得民心
득저자|得民者
득저재|得民財
득저지심야|得民之心也
득적|得敵
득적부살이갱견지|得賊不殺而更遣之
득적부살이경견지|得賊不殺而更遣之
득적부설이갱견지|得賊不殺而更遣之
득적부설이경견지|得賊不殺而更遣之
득적부쇄이갱견지|得賊不殺而更遣之
득적부쇄이경견지|得賊不殺而更遣之
득적부시이갱견지|得賊不殺而更遣之
득적부시이경견지|得賊不殺而更遣之
득적불살이갱견지|得賊不殺而更遣之
득적불살이경견지|得賊不殺而更遣之
득적불설이갱견지|得賊不殺而更遣之
득적불설이경견지|得賊不殺而更遣之
득적불쇄이갱견지|得賊不殺而更遣之
득적불쇄이경견지|得賊不殺而更遣之
득적불시이갱견지|得賊不殺而更遣之
득적불시이경견지|得賊不殺而更遣之
득적장|得賊將
득전|得全
득전|得專
득전국사|得傳國璽
득전국사수|得傳國璽綬
득전국사어성남|得傳國璽於城南
득전국사오성남|得傳國璽於城南
득전국새|得傳國璽
득전국새수|得傳國璽綬
득전국새어성남|得傳國璽於城南
득전국새오성남|得傳國璽於城南
득전기가운|得全其家云
득전기길야|得全其吉也
득전기위이만민구수기해|得專其位而萬民俱受其害
득전기위이만저구수기해|得專其位而萬民俱受其害
득전기위이만지구수기해|得專其位而萬民俱受其害
득전력공골대|得專力攻滑臺
득전력공홀대|得專力攻滑臺
득전력공활대|得專力攻滑臺
득전백|得錢帛
득전벌인야|得專罰人也
득전봉배|得專封拜
득전삼도경병처|得專三道勁兵處
득전상인야|得專賞人也
득전수령|得全首領
득전수영|得全首領
득전야|得全也
득전역공골대|得專力攻滑臺
득전역공홀대|得專力攻滑臺
득전역공활대|得專力攻滑臺
득전절지사삼|得全節之士三
득전정벌|得專征伐
득전정지|得專征之
득전제|得專制
득전즉상멱|得錢卽相覓
득전지|得專之
득전지본|得戰之本
득전지분|得戰之本
득전행정벌|得專行征伐
득전형살어국중|得專刑殺於國中
득전형살오국중|得專刑殺於國中
득전형설어국중|得專刑殺於國中
득전형설오국중|得專刑殺於國中
득전형쇄어국중|得專刑殺於國中
득전형쇄오국중|得專刑殺於國中
득전형시어국중|得專刑殺於國中
득전형시오국중|得專刑殺於國中
득접견군자이부득항려야|得接見君子而不得伉儷也
득접견군자이부득항여야|得接見君子而不得伉儷也
득접견군자이불득항려야|得接見君子而不得伉儷也
득접견군자이불득항여야|得接見君子而不得伉儷也
득접언의자|得接言議者
득접현군자이부득항려야|得接見君子而不得伉儷也
득접현군자이부득항여야|得接見君子而不得伉儷也
득접현군자이불득항려야|得接見君子而不得伉儷也
득접현군자이불득항여야|得接見君子而不得伉儷也
득정|得情
득정|得政
득정|得珽
득정길|得貞吉
득정길이회망야|得貞吉而悔亡也
득정리중|得正履中
득정병사천인|得精兵四千人
득정병삼만|得精兵三萬
득정병오만|得精兵五萬
득정이종|得正而終
득정이중|得正履中
득정이합지량|得鄭而合之梁
득정이합지양|得鄭而合之梁
득정재일야|得正在一也
득정졸삭만인|得精卒數萬人
득정졸수만인|得精卒數萬人
득정졸촉만인|得精卒數萬人
득정지길|得正之吉
득정지길야|得正之吉也
득정지의야|得井之義也
득제|得濟
득제|得諸
득제기경중|得制其輕重
득제기화|得梯其禍
득제명|得帝命
득제부암|得諸傅巖
득제야|得濟也
득제적솔|得諸賊帥
득제적수|得諸賊帥
득제중심|得齊衆心
득제지|得制之
득조비현시력|得趙𢾺玄始曆
득조비현시역|得趙𢾺玄始曆
득조서|得詔書
득조어중야|得助於衆也
득조오중야|得助於衆也
득조지소향연후|得詔旨所向然後
득존위|得尊位
득졸삼십여만|得卒三十餘萬
득죄|得罪
득죄명교|得罪名敎
득죄반중|得罪反重
득죄어국군|得罪於國君
득죄어군|得罪於君
득죄어노정공|得罪於魯定公
득죄어로정공|得罪於魯定公
득죄어무후|得罪於武后
득죄어세주|得罪於世主
득죄어송상공|得罪於宋殤公
득죄어오|得罪於吳
득죄어인|得罪於人
득죄어조종사직|得罪於祖宗社稷
득죄어중|得罪於衆
득죄어천|得罪於天
득죄어천자야|得罪於天者也
득죄어태자|得罪於太子
득죄오국군|得罪於國君
득죄오군|得罪於君
득죄오노정공|得罪於魯定公
득죄오로정공|得罪於魯定公
득죄오무후|得罪於武后
득죄오세주|得罪於世主
득죄오송상공|得罪於宋殤公
득죄오오|得罪於吳
득죄오인|得罪於人
득죄오조종사직|得罪於祖宗社稷
득죄오중|得罪於衆
득죄오천|得罪於天
득죄오천자야|得罪於天者也
득죄오태자|得罪於太子
득죄우모제지총|得罪于母弟之寵
득죄우모제지총자|得罪于母弟之寵子
득죄우사|得罪憂死
득죄우천자|得罪于天子
득죄의의|得罪宜矣
득죄자|得罪者
득죄좌천|得罪左遷
득죄출분전|得罪出奔晉
득죄출분진|得罪出奔晉
득죄하상|得罪何傷
득죄호|得罪乎
득주이부능순종|得主而不能順從
득주이불능순종|得主而不能順從
득주지형세이강야|得周之形勢而强也
득준위|得尊位
득중|得中
득중|得衆
득중거직|得中居職
득중도|得中道
득중도야|得中道也
득중동천|得衆動天
득중부지후|得仲父之後
득중산|得中山
득중심|得衆心
득중야|得中也
득중어후세|得重於後世
득중오후세|得重於後世
득중응강|得中應剛
득중이승|得中而勝
득중이응호간|得中而應乎乾
득중이응호강|得中而應乎剛
득중이응호건|得中而應乎乾
득중자|得中者
득중정지도|得中正之道
득중즉가이동천|得衆則可以動天
득중즉종|得中則從
득중즉치선|得中則致善
득중지요|得衆之要
득중칙가이동천|得衆則可以動天
득중칙종|得中則從
득중칙치선|得中則致善
득중호외이순호강|得中乎外而順乎剛
득즉보지이길|得則報之以吉
득즉음지|得則飮之
득지|得民
득지|得之
득지|得志
득지교영|得志驕盈
득지난세|得志亂世
득지당시이의기지성|得志當時而意氣之盛
득지당시이의희지성|得志當時而意氣之盛
득지대관|得至大官
득지란세|得志亂世
득지리|得之理
득지망시수|得之亡是叟
득지망시수야|得之亡是叟也
득지민가|得至民家
득지복역지양|得之服澤之陽
득지복탁지양|得之服澤之陽
득지복택지양|得之服澤之陽
득지본야|得之本也
득지부궁|得之不窮
득지부득|得之不得
득지부위익|得之不爲益
득지부위희|得之不爲喜
득지부이기도|得之不以其道
득지부족제사|得之不足濟事
득지부주제사|得之不足濟事
득지분야|得之本也
득지분의야|得之分義也
득지불궁|得之不窮
득지불득|得之不得
득지불위익|得之不爲益
득지불위희|得之不爲喜
득지불이기도|得之不以其道
득지불족제사|得之不足濟事
득지불주제사|得之不足濟事
득지수다|得地雖多
득지심|得民心
득지심이서지지야|得之心而書之紙也
득지심이우지주야|得之心而寓之酒也
득지야|得志也
득지어|得之於
득지어부씨지암|得之於傅氏之巖
득지어부암지계|得之於傅巖之谿
득지어부정지암|得之於傅氏之巖
득지어부지지암|得之於傅氏之巖
득지어심|得之於心
득지어이|得之於二
득지어정|得之於正
득지어정신지운|得之於精神之運
득지어제후|得志於諸侯
득지어한|得地於韓
득지여민유지|得志與民由之
득지여저유지|得志與民由之
득지여지유지|得志與民由之
득지여천지|得之與天地
득지여하문소운|得志如下文所云
득지오|得之於
득지오부씨지암|得之於傅氏之巖
득지오부암지계|得之於傅巖之谿
득지오부정지암|得之於傅氏之巖
득지오부지지암|得之於傅氏之巖
득지오심|得之於心
득지오이|得之於二
득지오정|得之於正
득지오정신지운|得之於精神之運
득지오제후|得志於諸侯
득지오한|得地於韓
득지온|得知溫
득지위유재|得之爲有財
득지위입선|得之爲入選
득지위입손|得之爲入選
득지유명|得之有命
득지은이상지|得之恩而賞之
득지의|得之矣
득지이|得之理
득지이도|得之以道
득지이부사|得地而不食
득지이부식|得之而不識
