차|此
칙차문부경교|則此文不敬交
칙차문불경교|則此文不敬交
칙차문시야|則此文是也
칙차문역당이량시자상승|則此文亦當以兩市字相承
칙차문역당이양시자상승|則此文亦當以兩市字相承
칙차문역당작군자|則此文亦當作君者
칙차문역무지자명의|則此文亦無知字明矣
칙차문연상역당유담담이자|則此文然上亦當有啖啖二字
칙차문연하자급소구이자급자자|則此文衍下字及所求二字及者字
칙차문유소자명의|則此文有所字明矣
칙차문의역당운|則此文疑亦當云
칙차문전속수사|則此文專屬修士
칙차문전촉수사|則此文專屬修士
칙차물부시물의|則此物不是物矣
칙차물불시물의|則此物不是物矣
칙차미족위한야|則此未足爲恨也
칙차미주위한야|則此未足爲恨也
칙차민지소이부득지야|則此民之所以不得治也
칙차민지소이부득치야|則此民之所以不得治也
칙차민지소이불득지야|則此民之所以不得治也
칙차민지소이불득치야|則此民之所以不得治也
칙차반무경위주|則此叛武庚爲主
칙차반성왕지무|則此反聖王之務
칙차방백역주장의|則此方伯亦州長矣
칙차방지인|則此邦之人
칙차백성자연시천하조서야|則此百姓自然是天下兆庶也
칙차복구유이명|則此服舊有二名
칙차부과망인이이|則此不過妄人而已
칙차부귀위폭이이득기벌자야|則此富貴爲暴而以得其罰者也
칙차부귀위현이득기상자야|則此富貴爲賢以得其賞者也
칙차부당운무폄의|則此不當云無窆矣
칙차부당운탁|則此不當云託
칙차부당중복|則此不當重復
칙차부멸기족|則此不滅其族
칙차부인시탁개|則此夫人視濯漑
칙차부조기|則車不雕幾
칙차부초자|則此不肖者
칙차분위|則此墳謂
칙차불과망인이이|則此不過妄人而已
칙차불당운무폄의|則此不當云無窆矣
칙차불당운탁|則此不當云託
칙차불당중복|則此不當重復
칙차불멸기족|則此不滅其族
칙차불조기|則車不雕幾
칙차불초자|則此不肖者
칙차비미의|則此非美矣
칙차비섭지내사|則次妃攝治內事
칙차비섭치내사|則次妃攝治內事
칙차비소이지민일중지도|則此非所以治民一衆之道
칙차비소이지저일중지도|則此非所以治民一衆之道
칙차비소이지지일중지도|則此非所以治民一衆之道
칙차비소이치민일중지도|則此非所以治民一衆之道
칙차비소이치저일중지도|則此非所以治民一衆之道
칙차비소이치지일중지도|則此非所以治民一衆之道
칙차사부지혜자|則此使不智慧者
칙차사불지혜자|則此使不智慧者
칙차사좌소언부중석자|則此四坐所言敷重席者
칙차삼자|則此三者
칙차삼자부가부찰이지기의야|則此三者不可不察而知其意也
칙차삼자부가불찰이지기의야|則此三者不可不察而知其意也
칙차삼자불가부찰이지기의야|則此三者不可不察而知其意也
칙차삼자불가불찰이지기의야|則此三者不可不察而知其意也
칙차상고자연당오제이상야|則此上古自然當五帝以上也
칙차상동지공야|則此尙同之功也
칙차상부중천지리의|則此上不中天之利矣
칙차상부중천지이의|則此上不中天之利矣
칙차상불중천지리의|則此上不中天之利矣
칙차상불중천지이의|則此上不中天之利矣
칙차서위주|則斥書魏主
칙차서이후지사야|則此誓已後之事也
칙차서주|則斥書主
칙차서청탁|則次序淸濁
칙차석용도지지죽|則此席用桃枝之竹
칙차소책지신|則此所責之臣
칙차시강하군|則此時江夏郡
칙차시미유강주야|則此時未有江州也
칙차시분위량현명의|則此時分爲兩縣明矣
칙차시분위양현명의|則此時分爲兩縣明矣
칙차시소언|則此詩所言
칙차시역십일|則此時亦什一
칙차시하위독언만무이부급문무|則此詩何爲獨言萬舞而不及文舞
칙차시하위독언만무이불급문무|則此詩何爲獨言萬舞而不及文舞
칙차심|則此心
칙차심우이의|則此心又移矣
칙차악적멸천하지만민야|則此樂賊滅天下之萬民也
칙차악적멸천하지만저야|則此樂賊滅天下之萬民也
칙차악적멸천하지만지야|則此樂賊滅天下之萬民也
칙차안부겸친영|則此鴈不兼親迎
칙차안불겸친영|則此鴈不兼親迎
칙차약|則嗟若
칙차약역위계야|則此略亦爲界也
칙차양이부궁야|則此養而不窮也
칙차양이불궁야|則此養而不窮也
칙차어|則此語
칙차어고자국군제후지이춘추내조빙천자지정|則此語古者國君諸侯之以春秋來朝聘天子之廷
칙차어고자국군제후지이춘추래조빙천자지정|則此語古者國君諸侯之以春秋來朝聘天子之廷
칙차어고자상제귀신지건설국도|則此語古者上帝鬼神之建設國都
칙차어삼자|則此語三字
칙차어자|則次御者
칙차어천지귀차지어천자|則此語天之貴且知於天子
칙차어천지귀차지오천자|則此語天之貴且知於天子
칙차언|則此言
칙차언삼성인자|則此言三聖人者
칙차언선용구자출호|則此言善用口者出好
칙차언선용형자이지민|則此言善用刑者以治民
칙차언선용형자이지저|則此言善用刑者以治民
칙차언선용형자이지지|則此言善用刑者以治民
칙차언선용형자이치민|則此言善用刑者以治民
칙차언선용형자이치저|則此言善用刑者以治民
칙차언선용형자이치지|則此言善用刑者以治民
칙차언성인지덕|則此言聖人之德
칙차언성지부실이상현사능위정야|則此言聖之不失以尙賢使能爲政也
칙차언성지불실이상현사능위정야|則此言聖之不失以尙賢使能爲政也
칙차언약지이명|則此言約之以命
칙차언여천하공낙지자|則此言與天下共樂之者
칙차언여천하공락지자|則此言與天下共樂之者
칙차언여천하공악지자|則此言與天下共樂之者
칙차언여천하공요지자|則此言與天下共樂之者
칙차언주숙도호외|則此言珠玉睹乎外
칙차언주옥도호외|則此言珠玉睹乎外
칙차에역유풍|則此曀亦有風
칙차역고|則此澤跨
칙차역과|則此澤跨
칙차역당무필자의|則此亦當無必字矣
칙차역당연|則此亦當然
칙차역당작절폭금한명의|則此亦當作折暴禁悍明矣
칙차역당작형벌|則此亦當作刑罰
칙차역역득단칭|則此澤亦得單稱
칙차역위|則此亦爲
칙차역의|則差易矣
칙차역의연야|則此亦宜然也
칙차역취명위계|則此亦取名爲戒
칙차영역위식가지|則此英亦爲飾可知
칙차요적멸천하지만민야|則此樂賊滅天下之萬民也
칙차요적멸천하지만저야|則此樂賊滅天下之萬民也
칙차요적멸천하지만지야|則此樂賊滅天下之萬民也
칙차용간|則借用齦
칙차용은|則借用齦
칙차우지소이정유묘야|則此禹之所以征有苗也
칙차운|則此云
칙차운개득기렬|則此云皆得其列
칙차운개득기열|則此云皆得其列
칙차원출봉기|則此遠出封畿
칙차월신묘삭의|則此月辛卯朔矣
칙차위군오상약|則此爲軍伍相約
칙차위굴자|則借爲窟字
칙차위독송|則此爲讀誦
칙차위두송|則此爲讀誦
칙차위태자|則借爲殆字
칙차유군의|則此惟君矣
칙차유야|則此類也
칙차유우지자이구|則此有遇之者二句
칙차유위군의|則此惟爲君矣
칙차의야|則此義也
칙차이상하유존비|則此以上下喩尊卑
칙차이상하유준비|則此以上下喩尊卑
칙차이의|則差易矣
칙차이자비일인야|則此二者非一人也
칙차이중유물왈서합지류|則此頤中有物曰噬嗑之類
칙차이중유물왈서합지유|則此頤中有物曰噬嗑之類
칙차익역위구야|則此翼亦爲驅也
칙차인미재관야|則此人未在官也
칙차인하소취이성차덕호|則此人何所取以成此德乎
칙차자당종도과절|則此字當從徒果切
칙차자당종도관절|則此字當從徒果切
칙차자당종도나절|則此字當從徒果切
칙차자당종도라절|則此字當從徒果切
칙차자당종도와절|則此字當從徒果切
칙차자지의|則此次之意
칙차저지소이부득지야|則此民之所以不得治也
칙차저지소이부득치야|則此民之所以不得治也
칙차저지소이불득지야|則此民之所以不得治也
칙차저지소이불득치야|則此民之所以不得治也
칙차중부중귀지리의|則此中不中鬼之利矣
칙차중부중귀지이의|則此中不中鬼之利矣
칙차중불중귀지리의|則此中不中鬼之利矣
칙차중불중귀지이의|則此中不中鬼之利矣
칙차지위오현연|則此之爲誤顯然
칙차지이성공|則借之以成功
칙차지일이기기구의|則此治一而棄其九矣
칙차지지소이부득지야|則此民之所以不得治也
칙차지지소이부득치야|則此民之所以不得治也
칙차지지소이불득지야|則此民之所以不得治也
칙차지지소이불득치야|則此民之所以不得治也
칙차차지의|則此次之意
칙차처본무기혹우중사자명의|則此處本無欺惑愚衆四字明矣
칙차처분무기혹우중사자명의|則此處本無欺惑愚衆四字明矣
칙차천자|則此天字
칙차축격문얼이부득입야|則車軸擊門闑而不得入也
칙차축격문얼이불득입야|則車軸擊門闑而不得入也
칙차출숙당재교|則此出宿當在郊
칙차취위예기야|則此臭謂穢氣也
칙차취위예희야|則此臭謂穢氣也
칙차치일이기기구의|則此治一而棄其九矣
칙차칠구정작삼항언지|則此七句正作三項言之
칙차탁고|則此澤跨
칙차탁과|則此澤跨
칙차탁역득단칭|則此澤亦得單稱
칙차탕지소이주걸야|則此湯之所以誅桀也
칙차택고|則此澤跨
칙차택과|則此澤跨
칙차택역득단칭|則此澤亦得單稱
칙차편개고사야|則此篇皆誥辭也
칙차편시왕친고지사|則此篇是王親誥之辭
칙차하득위사급부급이벌호|則此何得謂事急不及以罰乎
칙차하득위사급불급이벌호|則此何得謂事急不及以罰乎
칙차하부중인지리의|則此下不中人之利矣
칙차하부중인지이의|則此下不中人之利矣
칙차하불중인지리의|則此下不中人之利矣
칙차하불중인지이의|則此下不中人之利矣
칙차함자속개|則此緘字俗改
칙차해상어민야|則此奚傷於民也
칙차해상어저야|則此奚傷於民也
칙차해상어지야|則此奚傷於民也
칙차해상오민야|則此奚傷於民也
칙차해상오저야|則此奚傷於民也
칙차해상오지야|則此奚傷於民也
칙차현자신재무위|則此賢者身在舞位
칙차후상|則此厚上
칙착리|則著纚
칙착사|則著纚
칙착이|則著纚
칙찬국지호|則簒國之虎
칙찬연유문이상접|則粲然有文以相接
칙찬연유문이상첩|則粲然有文以相接
칙찰|則察
칙찰기반자|則察其反者
칙찰의폄|則札宜貶
칙참사가득이입|則讒邪可得而入
칙참첨면유지인|則讒諂面諛之人
칙창|則蒼
칙창시초명의|則鬯是草明矣
칙채당부어읍중|則采唐不於邑中
칙채당부오읍중|則采唐不於邑中
칙채당불어읍중|則采唐不於邑中
칙채당불오읍중|則采唐不於邑中
칙채식지|則綵飾之
칙채중초봉즉위후야|則蔡仲初封即爲侯也
칙채합상하|則采合上下
칙책|則責
칙책기피형리모지죄왈|則責其避兄離母之罪曰
칙책기피형이모지죄왈|則責其避兄離母之罪曰
칙책명지|則策命之
칙책재근자|則責在近者
칙책재명|則責在名
칙책재아|則責在我
칙처기한|則處其閒
칙처현자이현자부여처|則處賢者而賢者不與處
칙처현자이현자불여처|則處賢者而賢者不與處
칙척기명|則斥其名
칙척서위주|則斥書魏主
칙척서주|則斥書主
칙척연무소귀숙|則倜然無所歸宿
칙척척연기부급원의|則倜倜然其不及遠矣
칙척척연기불급원의|則倜倜然其不及遠矣
칙척촌이상|則尺寸以上
칙천|則天
칙천|勅天
칙천강고노|則天降膏露
칙천강고로|則天降膏露
칙천거용지법|則天擧用之法
칙천고부가기|則天固不可欺
칙천고불가기|則天固不可欺
칙천기|則天紀
칙천기운|則天紀云
칙천기위지천착|則天氣爲之舛錯
칙천기종이개언|則天氣從而改焉
칙천년일청지설|則千年一淸之說
칙천년일청지세|則千年一淸之說
칙천년일청지열|則千年一淸之說
칙천년일청지탈|則千年一淸之說
칙천능제거지|則天能除去之
칙천대성황후|則天大聖皇后
칙천도휴만|則天道虧滿
칙천도휴문|則天道虧滿
칙천리지외|則千里之外
